animal,genre,views,likes,like_rate,dur,upload,channel,subs,title,hook,ai_made,url
野生動物,救援感人,102617413,2153618,2.1,51,2025-08-15,Dar aur Prerna . 100k Views . 2 Hours ago,1680000,"""Squirrel Birth Story 🐿 | गिलहरी मां ने अकेले दिए 4 बच्चों को जन्म | Emotional Animal Video""",松鼠媽媽獨力生四寶,False,https://www.youtube.com/shorts/D2ZLNIf4Ko0
野生動物,可愛日常,99504789,3630300,3.65,29,2022-03-07,Chipmunks of TikTok,1060000,Squishy is back to fill the cheeks #shorts #chipmunks #cute #squishy,花栗鼠又來塞頰囊,False,https://www.youtube.com/shorts/xfjF_kSU-n0
野生動物,音樂舞蹈,97424980,3590943,3.69,39,2022-11-04,The Pet Collective,9550000,Adorable Elephant Learns to Play the Drums!  #Elephants #Shorts,大象學會打鼓了,False,https://www.youtube.com/shorts/TMg0hDCm31k
野生動物,救援感人,96667279,274281,0.28,11,2025-08-10,Viral Vibes,202000,Heartwarming Moment: Elephant Gently Approaches Curious Child at the Zoo,大象溫柔靠近好奇小孩,False,https://www.youtube.com/shorts/KgcVZhoTc3g
野生動物,救援感人,94070633,4122213,4.38,46,2023-10-15,Lavinnia11,958000,Encontré un cachorro de lobo? #animales #animallover #animalrescue #cachorro #lobezno #storytime,我撿到的是狼寶寶嗎？,False,https://www.youtube.com/shorts/cf1krixVOdI
野生動物,救援感人,92733816,801591,0.86,11,2025-07-18,Fun fact 1 min,137000,HERO ELEPHANT RESCUES CHILD IN HEART-STOPPING ZOO DRAMA! #elephant #zoo #rescue #animal 🐘,大象在動物園救了小孩,False,https://www.youtube.com/shorts/VomfFEkwSA8
野生動物,其他,88438286,480471,0.54,31,2026-07-22,MorphX 01,62900,shocking Animal transmission💀#animals #wildanimals,動物變形瞬間太震撼,True,https://www.youtube.com/shorts/j1oMRKnqYk8
野生動物,搞笑意外,84127441,1335221,1.59,9,2022-11-28,Jonathan Q Case,508000,Squirrel! #gorilla,大猩猩突然發現松鼠,False,https://www.youtube.com/shorts/wqkd72zPymM
野生動物,救援感人,82161123,1225561,1.49,60,2025-07-23,Love Animals,10300000,When animals reunite with their beloved human,動物與主人重逢的瞬間,False,https://www.youtube.com/shorts/tKLB-5VLT4Q
野生動物,搞笑意外,80803125,644606,0.8,8,2023-09-09,ViralHog,30200000,Baby Squirrel Startles Seagull Off Window Ledge || ViralHog,小松鼠嚇飛窗台海鷗,False,https://www.youtube.com/shorts/AeqJT5E_9vI
野生動物,劇情反轉,80214352,315249,0.39,8,2025-06-14,Next to world Animals and God vision,97000,"""Tiger  vs Cow in Village Farm#wildlife #tiger #cow#animation #animals",老虎闖進農場遇上牛,True,https://www.youtube.com/shorts/y5OdvMQ8fuo
野生動物,搞笑意外,78232707,2452412,3.13,43,2022-11-04,Ryan Trahan,23600000,squirrel,一隻松鼠突然闖進來,False,https://www.youtube.com/shorts/HrbzAL4M7rA
野生動物,救援感人,72811172,1575899,2.16,60,2025-04-24,FADY Fily,7340000,A couple rescued a squirrel that was painfully trapped and raised it by love,情侶救出被困的松鼠,False,https://www.youtube.com/shorts/VP01jB8uQQ8
野生動物,挑戰實驗,72310241,242185,0.33,27,2025-07-19,Factomato,11400000,Bodybuilders' Tug-of-War with Animals😊,健美選手拔河對決動物,True,https://www.youtube.com/shorts/ByYpTd38v58
野生動物,寵物與人互動,72307743,4405454,6.09,144,2025-01-26,We Love Animals,6370000,Why climb trees when you can climb into human arms ❤️ @RichardTheSquirrel,松鼠不爬樹只爬人身上,False,https://www.youtube.com/shorts/JamomRFy4zk
野生動物,寵物與人互動,71039430,728755,1.03,39,2025-05-05,Elephant Boy - Rene Casselly,84500,Banana time 🐘🍌 #elephant #banana,餵大象吃香蕉時間,False,https://www.youtube.com/shorts/IUXOCVkvWmc
野生動物,劇情反轉,69602140,,,32,2024-07-04,Ak Ultra,18800000,Secret Elephant Baby 😰|,藏起來的小象秘密曝光,True,https://www.youtube.com/shorts/GUmaBCVOhnI
野生動物,可愛日常,68863787,,,11,2025-06-07,The Advika Sharma,4430000,Advika papa mumma ne konsa animal dikhaya 🐊🦍🦖 #shorts,爸媽帶我看了什麼動物？,False,https://www.youtube.com/shorts/ufDJq5svt9k
野生動物,可愛日常,66462606,573019,0.86,7,2022-02-22,dpa logs,70300,#Elephant bathing #Hampi #TBRiver,大象在河裡痛快洗澡,False,https://www.youtube.com/shorts/PVRoDWhh8vg
野生動物,挑戰實驗,64475040,473158,0.73,22,2024-08-08,Minaz Shaikh,13800000,"Tiger 🐯🍅👍, Duck 🦆🍅👍 & Giraffe 🦒🍅……… ? #shorts",老虎鴨子長頸鹿吃番茄,True,https://www.youtube.com/shorts/pJChvXz7P8k
野生動物,可愛日常,63705695,1168357,1.83,18,2023-06-13,The Pet Collective,9550000,Cute Giraffe Gives Baby Smooches!,長頸鹿親了寶寶一大口,False,https://www.youtube.com/shorts/4V2jzRZxM8c
野生動物,可愛日常,63257760,742603,1.17,12,2024-07-12,Harpreet SDC,12800000,Kitne Pyare Hote Hai Ye ❤️ #elephant #family #love #animals,大象一家有多惹人愛,False,https://www.youtube.com/shorts/8kCTv3qkNVM
野生動物,知識科普,63227523,339541,0.54,13,2025-07-03,Feline funnies,279000,the cat family is good at swimming✌️😲,原來貓科動物超會游泳,False,https://www.youtube.com/shorts/YPvC27wzaCs
野生動物,知識科普,62435001,910737,1.46,108,2026-04-18,Only D. Facts,1850000,ईगल ने लालची लोमड़ी को सबक सिखाया। | The Greedy Fox Stole The Eagle's Prey. | #fox #eagle | #shorts,老鷹教訓偷食的貪心狐狸,False,https://www.youtube.com/shorts/ss_8zXwxxWE
野生動物,知識科普,61942725,1342380,2.17,61,2023-10-03,Dodo Kids,4240000,What Kind of Animal Is This Tiny Pink Baby? | Dodo Kids,猜猜這隻粉紅小寶寶是誰,False,https://www.youtube.com/shorts/KGjWzUCrSIQ
野生動物,搞笑意外,61645942,1840632,2.99,20,2023-07-05,The Pet Collective,9550000,Cute Baby Elephant Trips While Playing With Birds,小象跟鳥玩到自己跌倒,False,https://www.youtube.com/shorts/MYfWfgp4eIk
野生動物,其他,61590123,364103,0.59,31,2025-10-03,WILD ELEPHANT • ,62100,JCB VS MOTHER ELEPHANT ☠️ full video https://youtu.be/sSgDOE_tsws?si=Xpsu3S6stT4AI_E_,母象正面對上怪手機具,False,https://www.youtube.com/shorts/D_bQq_MFmuE
野生動物,搞笑意外,61393504,1017491,1.66,39,2025-07-30,Tiny Storiez,305000,Playful zookeeper messed with the hippos 🥰❤️,飼育員伸手逗河馬,False,https://www.youtube.com/shorts/bUsYmpozn8s
野生動物,搞笑意外,61213426,264539,0.43,13,2026-06-05,fun sufiyan,158000,kon sa sone Panda🐼?||#comedyvideos #funnyvideo #shorts,猜猜哪隻熊貓在睡覺,False,https://www.youtube.com/shorts/Bw0VGi8ZXlk
野生動物,救援感人,60930228,1285639,2.11,60,2024-08-31,Laki Hampa,3770000,Rumah tupai ini ditebang 🐿️,松鼠的家被砍掉了,False,https://www.youtube.com/shorts/R54yA-PvBc8
野生動物,可愛日常,59617082,1328002,2.23,16,2024-03-18,The Pet Collective,9550000,Adorable Squirrel Spots Human With Snacks,松鼠發現人類手上有零食,False,https://www.youtube.com/shorts/Rhtsh3a9zrw
野生動物,音樂舞蹈,58194345,274950,0.47,7,2025-04-12,React Vlogger,,Elephant Dance 😨 How is Possible 😱😱 #elephant #dance #shorts #clips #animatic,大象居然會跳舞，怎麼辦到,True,https://www.youtube.com/shorts/Hoe9Tmn1-u8
野生動物,搞笑意外,58126736,522556,0.9,12,2025-06-12,Panda-mylove,86700,What a clever panda! It thinks keeper can't see it by blocking its face with a basin! #panda #cute,熊貓用臉盆遮臉躲飼育員,False,https://www.youtube.com/shorts/C3MMFjlMJUw
野生動物,搞笑意外,58048736,2363400,4.07,27,2022-08-27,Mr. Star,236000,Zoo से बाहर आ गया Hippo 😱 #shorts,河馬跑出動物園了,False,https://www.youtube.com/shorts/Y1a_nR7_S6w
野生動物,救援感人,57880919,206954,0.36,12,2026-07-24,SeaDa,26000,Brave Man Saved Elephant From Angry Bullet Ants🐜🦣,男子從子彈蟻口中救出大象,True,https://www.youtube.com/shorts/DHJwh0DsCJw
野生動物,劇情反轉,57828145,1184429,2.05,113,2026-04-26,Ceca Slva,89200,The boy sold the squirrel to someone else🥺 #movie  #funny,男孩把松鼠賣給別人了,False,https://www.youtube.com/shorts/v-x9vOKvCjQ
野生動物,寵物與人互動,56053133,1210883,2.16,19,2023-05-28,TyAmongAnimals,2470000,Help me feed some crazy animals! #animals #shorts #coolanimals,一起來餵這些瘋狂動物,False,https://www.youtube.com/shorts/kTERK03Id5U
野生動物,救援感人,55330192,603645,1.09,9,2025-10-29,Fluffy Life,63300,Unbelievable! Stranded Koala Reaches for Rescuer in Massive Flood  #koala  #rescue #shorts,洪水中無尾熊伸手求救,False,https://www.youtube.com/shorts/gPg44PqzbSY
野生動物,救援感人,54714139,3207056,5.86,31,2023-12-30,Dylan Anderson,14700000,When a squirrel wants to show you something ❤️,松鼠拉你去看牠的秘密,False,https://www.youtube.com/shorts/bmzN35tn51Q
野生動物,救援感人,54580048,1678902,3.08,59,2025-02-05,Animal Love Heart,1380000,"adopted an abandoned baby leopard, and then #panther #animals #shorts",收養被遺棄的小豹之後,False,https://www.youtube.com/shorts/kj9pfEfNzFk
野生動物,可愛日常,54466119,2081376,3.82,19,2024-09-06,Ricardo,2560000,¡El Cuidado Secreto del Panda Bebé: Cuando la Mamá No Mira! 😲👀 #shorts,媽媽沒看時的熊貓寶寶,False,https://www.youtube.com/shorts/hnH_3d4CwYk
野生動物,音樂舞蹈,54027966,194718,0.36,9,2025-06-15,AJAY SONY Vlogs,476000,Please support me ❤️🥰🐘🐘#trending #dance #masti #reels #shorts,大象跟著音樂一起搖擺,False,https://www.youtube.com/shorts/sbMAyd-9Lps
野生動物,救援感人,52037979,679847,1.31,61,2025-09-09,Love Animals,10300000,A woman rescued an injured squirrel that was struck by a car and then...,她救了被車撞的松鼠之後,False,https://www.youtube.com/shorts/UvfVHzCuoB0
野生動物,救援感人,52026861,92633,0.18,8,2025-10-15,Wisdom Pouchannel,10000000,Zookeepers Break Concrete to Save Trapped Giraffe,破開水泥搶救受困長頸鹿,False,https://www.youtube.com/shorts/v47QfCGXXZ4
野生動物,搞笑意外,51793457,397947,0.77,27,2025-08-21,숏여우,154000,사육사의 실수에 폭주하는 해달 #동물 #해달,飼育員失誤讓海獺暴走,False,https://www.youtube.com/shorts/mRtaXoPd2ls
野生動物,知識科普,51778513,627945,1.21,28,2025-03-04,Wildlife Adventure In हिन्दी,8850000,How Do Zoos Make Tigers Bathe?,動物園怎麼讓老虎洗澡,False,https://www.youtube.com/shorts/Sv0vYjH-4gU
野生動物,搞笑意外,51482955,1365096,2.65,13,2024-01-17,EgoFilm,2310000,POV: It's the start of the month.🐿 #squirrels,月初的松鼠有多狂,False,https://www.youtube.com/shorts/nAaPWhDH9LI
野生動物,知識科普,51263768,1895173,3.7,35,2025-06-28,Zack D. Films,28000000,Why Elephants Never Escape 😥,大象為什麼從不逃跑,True,https://www.youtube.com/shorts/C7kqlJJD5dw
野生動物,救援感人,51138201,1546664,3.02,61,2025-01-28,AnimalLove Stories,10200000,This kind man saved a baby deer and then surprised to find...,他救了小鹿後發現驚喜,False,https://www.youtube.com/shorts/fBkQz2pwdwY
野生動物,其他,51123761,184709,0.36,14,2023-03-01,Elephant soul,257000,Clash of Giants The Battle of the Wild Elephants Elephant soul,野生巨象正面對決,False,https://www.youtube.com/shorts/uUsOVhnwwHU
野生動物,其他,50870513,255511,0.5,9,2024-04-08,Blog video and short videos,46200,Amazing Elephant sound 🦣🐘🦣🐘🦣🐘,大象發出驚人的叫聲,False,https://www.youtube.com/shorts/3VmysBGewME
野生動物,可愛日常,50776585,524461,1.03,16,2023-04-19,ViralHog,30200000,Handfeeding Peanuts to a Little Chipmunk || ViralHog,用手餵花栗鼠吃花生,False,https://www.youtube.com/shorts/_fdJV6Jqvv0
爬蟲海洋,可愛日常,279142608,4507713,1.61,16,2022-07-20,ADVEN,10700000,Dolphin love 😍  humans,海豚主動示好人類,False,https://www.youtube.com/shorts/6o2sh755A7A
爬蟲海洋,音樂舞蹈,275429574,2538920,0.92,23,2025-10-24,Factomato,11400000,Dolphin's Dance Surprised Everyone😍❤️,海豚的舞蹈讓全場驚呆,False,https://www.youtube.com/shorts/DvB5J7Slau0
爬蟲海洋,救援感人,234256528,2252211,0.96,60,2025-11-13,Paws & Hearts,5260000,Rescue the little fish #animals #wildliferescue #lovestory #cute #rescue #love #wildlife#fish,擱淺的小魚還救得回來嗎,False,https://www.youtube.com/shorts/EPFVbU40vvs
爬蟲海洋,搞笑意外,210243655,1561816,0.74,59,2025-07-07,The McCartys,17100000,How To Train A Snake,教你怎麼訓練一條蛇,False,https://www.youtube.com/shorts/GwnYwbF8NIo
爬蟲海洋,救援感人,160353924,1932056,1.2,23,2024-03-28,pets swag,18100000,Ocean Rescue: Saving a mother and her baby 🥺,海上救起母子倆,False,https://www.youtube.com/shorts/cO8q02cSn4A
爬蟲海洋,救援感人,146809954,4495406,3.06,54,2021-10-16,Jacob Colvin,8040000,Rescuing Cute Animals on the Beach #shorts,在沙灘上救回小生命,False,https://www.youtube.com/shorts/9RBQpRne27k
爬蟲海洋,可愛日常,146671457,677341,0.46,23,2025-12-28,Korean drama production,10400000,cute dolphin,海豚可愛到融化,False,https://www.youtube.com/shorts/wU1wOjYqRok
爬蟲海洋,搞笑意外,146231763,3712924,2.54,10,2022-12-22,Dusty Douglas,5150000,"or worse yet, an ELECTRIC EEL 🙀 🎥: pjordan922 (TT), #shorts",更慘的是遇到電鰻,False,https://www.youtube.com/shorts/z4OC3pYuOUw
爬蟲海洋,知識科普,141699621,2416965,1.71,19,2022-09-23,The Reptile Zoo,2310000,Zoo Tour! 😊,帶你逛爬蟲動物園,False,https://www.youtube.com/shorts/4FUYkvel5Uo
爬蟲海洋,救援感人,138111762,2333147,1.69,60,2025-05-04,Paws & Hearts,5260000,crocodile adopted  #wildliferescue #wildlife  #cute#rescue  #animalfriendshipgoals#crocodile,人類收養了一隻鱷魚,False,https://www.youtube.com/shorts/CfN_K228MaU
爬蟲海洋,可愛日常,132073254,,,19,2025-06-15,Surya K Gadgets,5670000,"Actually, no one came to see the dolphins today . #jessica",今天沒人來看海豚,False,https://www.youtube.com/shorts/RDjM2fXmCe0
爬蟲海洋,恐怖驚嚇,116044128,645840,0.56,7,2024-09-11,tv snake,268000,#shorts #animals #amazing #owl #cartoon #foryou #wildlife #bigsnake #nature #snakevideo #snake,巨蛇現身瞬間,False,https://www.youtube.com/shorts/12ZWyzLXVms
爬蟲海洋,搞笑意外,111215243,1123928,1.01,19,2025-09-02,Mostava Jr.,2030000,Ronaldo X Dolphin 🐬,C羅對決海豚,False,https://www.youtube.com/shorts/M1GgJB8J-FM
爬蟲海洋,知識科普,98292551,1390573,1.41,18,2025-05-28,Nexo ,754000,unbelievable smartest dolphine fish #shortsvideo,海豚聰明到不可思議,False,https://www.youtube.com/shorts/fO1hzYwGc4Y
爬蟲海洋,救援感人,93834941,695110,0.74,60,2026-02-11,Paws & Hearts,5260000,Rescue Baby Turtle #animals #wildliferescue #lovestory #rescue #animalrescue #cute#love #turtle,小烏龜受困等人搭救,True,https://www.youtube.com/shorts/2lh-GMjJr5I
爬蟲海洋,搞笑意外,88623733,2330908,2.63,41,2025-01-13,RSMSA,5860000,Jab Dolphin trick Me Hui Gadbad  ( 🎥_@umer2m ),海豚表演突然出包,False,https://www.youtube.com/shorts/8afWlEGFnLA
爬蟲海洋,寵物與人互動,80629291,2605360,3.23,50,2023-10-20,Localish,2180000,Dolphin befriends little girl,海豚主動跟小女孩交朋友,False,https://www.youtube.com/shorts/1tgb8_5S2JE
爬蟲海洋,寵物與人互動,79502743,4208934,5.29,54,2023-10-20,Humankind,965000,Little girl and super social dolphin stop to have a sweet chat | Humankind #shorts #goodnews,小女孩和海豚聊起天,False,https://www.youtube.com/shorts/lJyq5KkNJGI
爬蟲海洋,搞笑意外,73753801,2466330,3.34,60,2023-11-12,Dusty Douglas,5150000,🦎 Hilarious Reptile/Amphibian Voiceover Compilation #dustydubs #voiceover #shorts,幫爬蟲配音的爆笑合輯,False,https://www.youtube.com/shorts/r2WUhieXTN0
爬蟲海洋,知識科普,69173859,2956472,4.27,34,2024-02-16,Trinks,293000,Why Dolphins LOVE Modern Ships? 😱,海豚為何愛追現代大船,False,https://www.youtube.com/shorts/CzYScyiuLdM
爬蟲海洋,可愛日常,68641422,,,19,2024-04-03,Mariner Sunny🛥️🛳️,191000,#Africa watching dolphin dance,在非洲海邊看海豚跳舞,False,https://www.youtube.com/shorts/RWZyD7WaVyk
爬蟲海洋,其他,63675455,327927,0.51,7,2025-01-12,tv snake,268000,#shorts #amazing #animals #snakevideo #saampwalavideo #snakecartoon #saamp #snake #owl #anaconda,巨蛇現身的驚人畫面,True,https://www.youtube.com/shorts/-SlUvMT_PGQ
爬蟲海洋,知識科普,62569509,1783064,2.85,12,2022-01-10,Aquarium Info,6310000,This is a Morphed Axolotl 🦎,這是變異版的六角恐龍,False,https://www.youtube.com/shorts/tS_n3tcNMts
爬蟲海洋,搞笑意外,58038926,1155443,1.99,61,2026-05-10,RainbSheep,175000,Funny seal #animals #animallife #cute #shorts #viral,海豹的搞笑瞬間,False,https://www.youtube.com/shorts/X7xNXiLM4Ig
爬蟲海洋,恐怖驚嚇,50668208,168103,0.33,9,2025-08-11,creative idea ,53600,Jessica orca dolphin attack #jessica#dolphin#attack#short#live #news#JessicaOrca#trendingLast,虎鯨攻擊瞬間全被拍下,False,https://www.youtube.com/shorts/UK58P_4B5l4
昆蟲蜘蛛,恐怖驚嚇,188881919,1710126,0.91,7,2022-11-29,EgoFilm,2310000,DON'T BE AFRAID! (Spider vs Squirrel),別怕！蜘蛛對上松鼠,False,https://www.youtube.com/shorts/goZrTf-YYjY
其他動物,可愛日常,421944636,2948595,0.7,30,2025-05-06,잡동세상,237000,우리집 동물 가족 간식 시간! #동물 #강아지 #다람쥐 #앵무새 #햄스터일상 #동물원,家裡動物大家庭的點心時間,False,https://www.youtube.com/shorts/1BoFKVsHvZo
其他動物,救援感人,230827649,7833065,3.39,61,2024-02-02,AnimalLove Stories,10200000,The girl adopted baby hedgehog in her house #shorts,女孩把小刺蝟帶回家養,False,https://www.youtube.com/shorts/vQY1L-oUREU
其他動物,搞笑意外,187423033,4561877,2.43,42,2023-07-14,MIRANO,1440000,funny animals video #shortvideo #shorts,動物爆笑合輯一次看,False,https://www.youtube.com/shorts/63IX34q4Us0
其他動物,搞笑意外,159568180,5040517,3.16,54,2025-06-13,Animal doings,241000,Ranking Best Animal Actors Everr #animalvideos #animalshorts #animalactors,票選最會演戲的動物,False,https://www.youtube.com/shorts/kavObaGABHM
其他動物,搞笑意外,152873272,1915533,1.25,11,2025-01-02,Pet Flying Squirrel Official,508000,The Sugar Glider's Takeoff Route Deviated #cute #sugerglider #sugargliderstories,蜜袋鼯滑翔路線歪掉了,False,https://www.youtube.com/shorts/ne-f7R9rG6g
其他動物,可愛日常,69214620,901757,1.3,24,2024-11-03,Todd AI Animal ,211000,The cutest little animals #cuteanimals #ai #minianimals#shorts,迷你版動物有多療癒,True,https://www.youtube.com/shorts/-1BsfNKlsfs
其他動物,挑戰實驗,65358742,1520913,2.33,59,2023-08-27,Life is fun!,453000,"If you laugh, you restart, part 29 #animals #funnyanimals",笑了就要從頭重看一次,False,https://www.youtube.com/shorts/XSqVlLT1t_Q
其他動物,搞笑意外,63066779,456394,0.72,8,2023-09-12,Dylan González,903000,The confusing behavior of animals All animals are created equal Wonderful animals,動物們的迷惑行為大賞,False,https://www.youtube.com/shorts/NlbuILT-UrY
其他動物,救援感人,63044148,1429594,2.27,59,2025-05-30,Kokan NGO India,601000,Hero Climbs Into Garbage Drain to Save Animal! 🦸♂️🐾 #kindnessmatters  #rescue #shorts,他跳進排水溝救出動物,False,https://www.youtube.com/shorts/TGBqAfqawvo
其他動物,可愛日常,59292623,1953902,3.3,60,2025-01-20,Austin Mollno,9180000,My girlfriend's ZOO!!,我女友家根本是動物園,False,https://www.youtube.com/shorts/cyCrJX6p_xo
其他動物,搞笑意外,58583693,1688597,2.88,18,2023-06-20,Dusty Douglas,5150000,🗣️ Mashup 113 🎥: unknown / julouwho (TT) / kussan77 (IG) / mavis_the_piggie (IG) #shorts,幫動物配音的爆笑合輯,False,https://www.youtube.com/shorts/HjnQZjO_qzQ
其他動物,搞笑意外,56583463,291277,0.51,9,2024-09-15,Samir shoo,303000,"""Donkey falls on its back and starts laughing at itself! Funniest animal moment you'll see today!""",驢子摔倒後自己笑了,False,https://www.youtube.com/shorts/mkN5pblyBoU
其他動物,搞笑意外,54836081,665848,1.21,55,2025-01-11,Cute Animals,585000,cute animals funny video trending shorts 🥰 #funnycomedyshort #cuteanimalsfunnyvideos #funnycomedy,可愛動物爆笑瞬間合輯,False,https://www.youtube.com/shorts/zuX9dUhnfE0
其他動物,知識科普,54538926,698530,1.28,12,2024-06-26,Boldyz,870000,Nature's Beautiful Animal Evolution 2 #animaljourney #animaltransformation #beautifulnature,動物從幼到成的驚人變化,False,https://www.youtube.com/shorts/jPny26iB_NU
其他動物,搞笑意外,51436413,455283,0.89,9,2021-08-28,javeed hashim 94,49400,funny animals video 2021,動物爆笑失誤大合輯,False,https://www.youtube.com/shorts/-TjojsxYU6U
動畫角色,知識科普,1508622000,8570999,0.57,17,2025-06-24,Lalafun - Nursery Rhymes,13400000,Baby Lala is sharing his food with Farm Animals | Good Manners for kids,寶寶把食物分給農場動物,True,https://www.youtube.com/shorts/CvUw-xwfC8U
動畫角色,知識科普,1151232619,6677090,0.58,29,2025-04-04,Leo the Wildlife Ranger - Official Channel,3330000,THE ANTS ARE STEALING MY FOOD! 🐜 | Leo the Wildlife Ranger | #shorts #animals #fun,螞蟻大軍偷走我的食物,True,https://www.youtube.com/shorts/upPXB11TrfY
動畫角色,音樂舞蹈,821910598,3989186,0.49,15,2025-05-10,Domi Kids Bahasa Indonesia - Lagu Anak,1510000,Ayo Main Drum Bersama Kucing Imut 🥁🐾🎶#laguanakanak #Domikids #shorts,跟可愛小貓一起打鼓,True,https://www.youtube.com/shorts/AIVl9E0CZpA
動畫角色,搞笑意外,544503100,1970387,0.36,17,2025-07-26,MC Squared90,4730000,Pranking Donald Duck PT6 #funny #comedy #relatable #humor #skit,惡整唐老鴨第六彈,False,https://www.youtube.com/shorts/I3CMnCIzSWk
動畫角色,音樂舞蹈,474406243,4227742,0.89,15,2023-03-07,Hooray Kids Songs & Nursery Rhymes,4220000,Holiday Farm Kids Song - Hooray Kids Music #shorts #animals #farm #hooraykidssongs,農場動物一起唱歌,True,https://www.youtube.com/shorts/LY1oAC1nUaw
動畫角色,知識科普,442902515,4210192,0.95,15,2024-07-24,ChuChu TV Nursery Rhymes & Kids Songs,98100000,Endangered Animals Part-1 #animalshorts #kidsshorts #kidslearning #elephant #animals #kidsfun #funny,認識瀕危動物有哪些,True,https://www.youtube.com/shorts/t4j8JWKGjVY
動畫角色,搞笑意外,401223465,2221774,0.55,31,2025-09-22,PlayToon Land – Fun Adventure,2260000,🎉 Moo! 🐄 Funny Cow Milking Goes Backwards! 🍓,擠牛奶竟然反過來噴,True,https://www.youtube.com/shorts/g98D2x5jF3g
動畫角色,可愛日常,385967660,3614533,0.94,24,2025-05-30,NussaOfficial,12600000,Siapa yang kalau nemu kucing di jalan reaksinya kaya Rarra gini? 🥺 #NussaRarra #Edutainment,路上撿到貓你會這樣反應嗎,True,https://www.youtube.com/shorts/CdaSbkTfbj4
動畫角色,音樂舞蹈,347689274,4073324,1.17,60,2023-05-20,ChuChu TV Nursery Rhymes & Kids Songs,98100000,Asian Elephant Song #Shorts #ChuChuTV #KidsSongs #Learningsongs #animalshorts #endangeredanimals,亞洲象之歌一起唱,True,https://www.youtube.com/shorts/o0bc3OLxBEw
動畫角色,音樂舞蹈,186623871,862398,0.46,17,2025-10-10,Suno Kids TV,642000,Farm Animal Sounds Song | Animals and Farm Song for Kids - Fun Nursery Rhymes,農場動物叫聲兒歌大合唱,True,https://www.youtube.com/shorts/CmQwwr9jQdI
動畫角色,可愛日常,186508052,669550,0.36,11,2023-02-17,Peppa Pig - Official Shorts Channel,415000,Let's Jump in Muddy Puddles,一起跳進泥巴水坑玩,True,https://www.youtube.com/shorts/8x654WuhzKY
動畫角色,搞笑意外,183234170,1109523,0.61,9,2024-08-15,Packy Films,4030000,Ducky Happy Juice 😇🐤 #animation #ducky #happyjuice #funny,小鴨喝下快樂果汁之後,True,https://www.youtube.com/shorts/qe3lzbs47UY
動畫角色,劇情反轉,174353619,1043786,0.6,23,2025-06-12,Meow Meow Bobo,457000,Ballerina Cappuccina's love for TungTungTung sahur😭 #tungtungtungsahur #shorts,芭蕾娜對咚咚咚沙胡爾動心,True,https://www.youtube.com/shorts/e0mT1uoAQhc
動畫角色,搞笑意外,149524999,1135561,0.76,59,2025-05-10,Groovy el Marciano - Español,6380000,¿El perro está bien? 😨 El gran susto de Groovy 🐶💥,狗狗沒事吧？大驚嚇,True,https://www.youtube.com/shorts/GVxSOd9-dXg
動畫角色,音樂舞蹈,140231414,617910,0.44,16,2025-09-19,Nursery Rhyme Network,895000,Komodo Dragon at the Zoo! #animal #kidssongs #kidsvideo #singalong #children #kids #toddlers #babies,動物園裡的科摩多巨蜥,True,https://www.youtube.com/shorts/iqBHn34fJcc
動畫角色,音樂舞蹈,138488434,917563,0.66,22,2024-12-30,Lalafun - Nursery Rhymes,13400000,10 Little Pandas | Learn to Count | Lalafun Nursery Rhymes & Kids Songs #kidssongs #nurseryrhymes,十隻小熊貓帶你數數,True,https://www.youtube.com/shorts/GDHsgSUPPhU
動畫角色,搞笑意外,136014820,510746,0.38,19,2025-10-06,MC Squared90,4730000,Halloween Shopping with Donald Duck #funny #comedy #relatable #halloween #humor #skit,和唐老鴨去買萬聖節用品,False,https://www.youtube.com/shorts/XZtx8tqMXTk
動畫角色,音樂舞蹈,127844930,541714,0.42,20,2025-06-11,Nursery Rhyme Network,895000,Old MacDonald PIGS 🐷 #animals #pig #pigs #piglets #learning #farm #farmanimals #toddlers #preschool,王老先生有塊地唱小豬,True,https://www.youtube.com/shorts/cfswUY8gYN0
動畫角色,救援感人,125006377,842384,0.67,20,2024-12-18,Leo the Wildlife Ranger - Official Channel,3330000,WE FOUND MAMA OWL'S BABY! 🦉👶 | Leo the Wildlife Ranger | Kids Cartoon | #shorts #animals,找到貓頭鷹媽媽的寶寶,True,https://www.youtube.com/shorts/uZZAgE9pIrY
動畫角色,教學DIY,122346227,1992789,1.63,61,2023-06-27,Sofia's Kindergarten,1000000,Nursery rhymes. Peppa pig colouring pages. Videos for toddlers #peppapigcoloring #peppapig #abc,佩佩豬著色加兒歌,True,https://www.youtube.com/shorts/ysFBNSeqr8g
動畫角色,挑戰實驗,120875022,1300817,1.08,25,2023-06-22,David Animations Shorts,3810000,Mentos & Coca-Cola take out Peppa Pig's family 🥤 #peppapig #mentos  #cocacola,曼陀珠可樂炸佩佩豬,True,https://www.youtube.com/shorts/BPQd11dfU64
動畫角色,搞笑意外,119564570,3853549,3.22,20,2022-05-20,Michazike,1900000,When a Spider gets inside your Minecraft house (Animated #shorts),蜘蛛闖進你的家,True,https://www.youtube.com/shorts/CtkbksrylwY
動畫角色,音樂舞蹈,114648130,441914,0.39,28,2025-04-17,Nursery Rhyme Network,895000,Old MacDonald had a Farm 🧑‍🌾 COW! 🐄 #animals #childrensmusic #singalong #supersimple #kidssongs,王老先生有塊地養牛,True,https://www.youtube.com/shorts/5ocs5r_txV4
